Protein	Protein.ID	Entry.Name	Gene	CtrlA1	CtrlA10	CtrlA11	CtrlA12	CtrlA2	CtrlA3	CtrlA4	CtrlA5	CtrlA6	CtrlA7	CtrlA8	CtrlA9	CtrlB1	CtrlB10	CtrlB11	CtrlB12	CtrlB2	CtrlB3	CtrlB4	CtrlB5	CtrlB6	CtrlB7	CtrlB8	CtrlB9	CtrlC1	CtrlC10	CtrlC11	CtrlC12	CtrlC2	CtrlC3	CtrlC4	CtrlC5	CtrlC6	CtrlC7	CtrlC8	CtrlC9	CtrlD1	CtrlD10	CtrlD11	CtrlD12	CtrlD2	CtrlD3	CtrlD4	CtrlD5	CtrlD6	CtrlD7	CtrlD8	CtrlD9	TrtdA1	TrtdA10	TrtdA12	TrtdA2	TrtdA3	TrtdA4	TrtdA5	TrtdA6	TrtdA7	TrtdA8	TrtdA9	TrtdB1	TrtdB10	TrtdB11	TrtdB12	TrtdB2	TrtdB3	TrtdB4	TrtdB5	TrtdB6	TrtdB7	TrtdB8	TrtdB9	TrtdC1	TrtdC10	TrtdC11	TrtdC12	TrtdC2	TrtdC3	TrtdC4	TrtdC5	TrtdC6	TrtdC7	TrtdC8	TrtdC9	TrtdD1	TrtdD10	TrtdD11	TrtdD12	TrtdD2	TrtdD3	TrtdD4	TrtdD5	TrtdD6	TrtdD7	TrtdD8	TrtdD9	TrtdtA11
sp|Q9ET54|PALLD_MOUSE	Q9ET54	PALLD_MOUSE	Palld	422056.56	336358.62	364710.03	350632.88	287944.78	366937.7	0	389234.62	0	407461.2	270528.6	563307.06	379157.88	455264.12	491024.62	407276.44	377629.56	0	362639.06	330141.88	310938.84	346279.12	364779.3	352665.47	227221.25	0	413684.97	426276.78	297693.8	390954.34	0	0	0	358958.28	307323.22	0	353478.5	0	0	0	542352.4	0	0	0	0	403549.84	378446.4	275261.4	0	1170745.4	621221.44	233034.84	400652.8	0	418123	699056	839671.25	739635.6	737021.25	539753.7	372268.56	709280.56	678854.6	418236.62	465424.22	318190.94	296206.06	540885.94	335673.72	318102.84	406733.47	524770.75	489673.44	474746.47	482175.12	458999.8	365597.06	541276.8	329893.8	625476.7	435702.1	533308.75	462989.4	328367.3	554669.8	193559.61	388332.75	458274.5	0	460993.66	470760.22	763709.2	379608.12	567673	441098.06	1134886
sp|Q9JHE7|TSSC4_MOUSE	Q9JHE7	TSSC4_MOUSE	Tssc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17346.87	0	0	14638.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22507.76	0	0	0	0	0	0	0	39289.137	22750.113	0	0	20199.834	25142.799	0	0	0	0	0	0	26538.99	41617.355	30939.22	22433.72	0	0	0	0	0	0	0	0	17041.56	31684.94	0	34831.957	22182.87	0	0	0	0	0	0	0	0	59405.74	0	0	34476.086	0
sp|Q9JHI5|IVD_MOUSE	Q9JHI5	IVD_MOUSE	Ivd	47066.562	44929.6	62801.4	32230.79	0	53880.53	0	41133.812	0	43214.305	0	29445.236	23477.254	59130.473	0	42802.734	39236.91	0	57475.188	37520.113	0	41877.727	52817.57	53663.74	19736.275	0	41117.266	44940.85	28349.154	0	0	0	0	60832.574	0	0	0	0	0	0	66492.29	0	0	0	0	37492.707	81020.48	33776.28	0	65326.285	85834.22	58850.285	54941.61	0	70402.72	52307.67	49846.53	68363.97	60736.39	102712.08	56362.395	106320.82	100336.12	0	101287.89	59740.51	53518.617	90680.695	58728.613	29019.637	70267.62	51428.066	64825.188	69856.37	90751.766	51645.797	54104.47	88004.54	40866.89	72275.88	53313.34	83339.45	68917.414	64459.12	59222.67	0	182152.94	65223.414	0	0	94752.734	74941.73	64016.766	0	72291.14	88339.586
sp|Q9JHJ0|TMOD3_MOUSE	Q9JHJ0	TMOD3_MOUSE	Tmod3	114917.55	114597.02	157052.73	100798.914	79595.41	149970.73	0	121639.01	0	88768.984	111349.56	137035.14	122115.875	124559.76	195239.3	106650.516	158749.56	0	90337.75	99615.32	66209.97	133719.88	103194.42	140485.8	97250.28	0	104078.74	117651.93	125966.03	73775.7	0	0	0	127474.03	86088.68	0	0	0	0	0	156473.8	0	0	0	0	114259.43	172294.45	84722.75	0	267695.9	211600.27	98824.92	182910.69	0	195377.66	187999.38	274155	271433.88	214897.5	367710.22	172013.4	286183.4	289469.16	0	144398.27	146296.84	181426.52	240453.27	195232.77	112588.23	194198.4	149563.2	155474.02	173764.9	217034.08	167350.66	138631.94	221150.61	139162.5	160237.42	216395.48	231452.95	180376.36	156473.98	210943.7	47896.445	147757.8	173388.47	0	25246.299	73787.03	297955.97	140479.92	154780.75	237680.83	112697.695
sp|Q9JHJ3|GLMP_MOUSE	Q9JHJ3	GLMP_MOUSE	Glmp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26733.533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113459.93	0	0	0	0	0	0	78851.12	104730.375	0	184663.27	0	0	0	0	0	0	0	78920.414	0	0	0	74326.19	0	0	76452.56	0	0	0	0	0	0	0	0	0	0	0	166680.48	0	0	0	0	73210.38	0	0	0	0
sp|Q9JHL1|NHRF2_MOUSE	Q9JHL1	NHRF2_MOUSE	Slc9a3r2	142309.47	150533.06	235226.39	128382.984	98188.88	124226.516	0	120368.09	0	208348.22	98360.82	110077.445	129170.125	138853.34	350460.56	106236.62	159627.62	0	149772.34	123420.086	97474.29	119460.375	159263.16	193034.39	105450.414	0	102880.22	156579.98	161527.62	83598.78	0	0	0	157124.8	104571.57	0	0	0	0	0	172832.86	0	0	0	0	115916.68	232322	88273.484	0	324834	280174.84	40517.348	221067.66	0	249734.72	166013.78	342828.34	386888.1	302128.84	417555.97	234058.27	334728.66	364329.25	0	92630.086	256530.66	257950.16	352253.62	278272.06	137754.45	323850.78	220033.81	263419.94	341354.84	230616.64	340862.16	231467.89	398909.9	166375.39	249070.05	259745.72	304449.53	270708.78	236259.45	162083.33	57598.246	64693.625	344714.22	0	0	198177.75	329177.1	180491.56	0	277816	78773.34
sp|Q9JHP7|PLGT2_MOUSE	Q9JHP7	PLGT2_MOUSE	Poglut2	51904.324	46339.35	0	30688.363	0	0	0	37709.69	0	19427.932	33705.03	23018.879	30644.105	30512.445	0	32105.428	0	0	36279.566	0	0	29849.184	0	30944.154	0	0	34921.426	0	0	0	0	0	0	0	0	0	0	0	0	0	41714.434	0	0	0	0	0	0	23323.719	0	94747.86	73434.984	38048.742	30366.023	0	55939.562	63313.418	0	0	64696.574	65173.754	39884.355	65292.637	54645.984	0	55513.938	54056.918	43528.83	68410.37	0	0	0	0	36828.094	46092.83	49154.926	52256.855	40565.766	77510.15	32737.95	45660.324	39056.547	57781.39	45678.4	0	39162.04	0	80262.02	30253.607	0	0	61351.492	72390.96	33961.863	0	56795.812	61809.13
sp|Q9JHQ5|LZTL1_MOUSE	Q9JHQ5	LZTL1_MOUSE	Lztfl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15044.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32264.555	0	0	21024.246	0	0	0	0	0	0	0	28573.805	33220.055	22814.865	0	0	23498.002	0	0	0	0	0	0	0	0	27313.295	20411.135	25536.375	27980.54	0	0	0	34370.86	0	18218.977	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9JHR7|IDE_MOUSE	Q9JHR7	IDE_MOUSE	Ide	119904.41	103020.125	168399.89	97342.234	61858.84	106814.81	0	114261.35	0	70838	72603.945	92598.336	127341.85	107295.23	237333.89	96031	128893.7	0	92258.414	91350.93	52453.855	107052.81	54027.56	92936.016	123839.984	0	115187.11	90693.36	83222.89	78012.42	0	0	0	110214.38	73985.1	0	0	0	0	0	121744.3	0	0	0	0	78485.766	155857.27	79392.22	0	280348.3	170080.12	31223.717	149854.81	0	182347.33	193608.27	211693.97	206887.7	202571.94	277882.75	141170.55	210144.84	268455.88	0	64717.742	157565.28	170137.64	198047.92	144651.4	123909.22	202095.81	149122.16	127065.336	129259.36	206844.7	131561.84	114755.09	147090.1	132794.44	155254.1	166352.78	235400.69	176167.33	141687.4	160299.81	0	55875.824	169446.56	0	17658.771	32890.594	221887.42	137656.36	912428.1	155156.39	22323.008
sp|Q9JHS3|LTOR2_MOUSE	Q9JHS3	LTOR2_MOUSE	Lamtor2	0	0	25259.91	0	0	0	0	22139.889	0	0	0	33912.99	0	0	45959.742	38599.117	0	0	0	16367.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24769.318	0	0	0	0	0	30983.87	0	0	0	0	0	29204.73	0	32366.725	0	0	56032.383	0	0	40616.88	0	58548.816	0	35608.18	37624.055	28715.64	54345.984	0	23051.396	0	0	26819.053	30797.84	47904.46	0	35005.94	41054.434	45123.195	35079.676	0	51274.84	0	45103.387	42851.445	0	0	0	0	0	0	0	0	0	0	0
sp|Q9JHS4|CLPX_MOUSE	Q9JHS4	CLPX_MOUSE	Clpx	74075.484	37876.848	63434.074	47855.76	23113.656	40827.676	0	47887.453	0	38383.465	32971.105	50286.047	48829.49	60554.668	113043.73	59840.645	46736.535	0	28224.275	35113.33	25600.57	46350.45	48273.023	59164.707	0	0	60299.062	58651.906	41036.14	0	0	0	0	39954.016	27752.46	0	0	0	0	0	54277.895	0	0	0	0	35103.918	59036.62	28130.588	0	249040.14	179123.53	56911.426	107104.05	0	167273.52	102463.35	169371.45	196869.42	125655.46	223610.89	119329.75	199929.8	192335.48	0	47904.566	119755.41	133469.2	139156.36	74260.12	74197.555	146643.05	126207.03	121418.31	132002.5	132940.47	105573.32	89162.08	129471.07	95099.93	122090.016	112202.75	172388.31	122843.78	87056.24	76534.06	0	78145.54	132538.44	0	0	58605.863	198215.95	65047.07	270604.25	106965.92	77160.55
sp|Q9JHS9|CWC15_MOUSE	Q9JHS9	CWC15_MOUSE	Cwc15	80827.37	48995.12	69949.54	48879.668	47358.766	62740.668	0	71249.336	0	60901.387	43329.996	56164.555	73005.81	73308.31	128409.38	62862.11	74944.56	0	44556.54	59401.82	42746.96	64975.844	75110.195	76466.73	0	0	66957.15	71036.34	58542.082	43608.656	0	0	0	52550.72	49503.55	0	0	0	0	0	71716.32	0	0	0	0	49487.26	98903.53	39288.31	0	160924.67	137641.84	90403.234	77879.69	0	106054.83	105465.69	146106.92	164564.1	118258.6	103601.5	99795.88	132350.64	152250.27	0	0	100892.914	99850.65	132700.22	111566.13	54468.383	131125.7	124144.69	106861.125	97381.945	101870.164	109600.94	72531.734	127093.2	90810.2	101490.93	101897.984	157828.55	104146.2	95570.734	99265.39	0	0	105938.13	0	0	0	136267.7	105633.875	0	111969.07	0
sp|Q9JHU4|DYHC1_MOUSE	Q9JHU4	DYHC1_MOUSE	Dync1h1	431493.97	341275.4	520484.53	283972.44	252864.45	337347.8	0	350227.9	0	308799.75	304580.1	424829.12	367776.28	344284	473452.9	316960.38	356672.5	0	262345.06	248499.78	191453.94	337523.44	340365.03	443690.66	303865.1	0	351347	366118.88	276679.16	245177.03	0	0	0	297622.3	270781.3	0	78643.945	0	0	0	450258.5	0	0	0	0	265562.6	469103.3	255476.67	0	961025.4	826702.3	412789.06	540725.4	0	726770.25	551658.75	922606.25	991502.5	716349.9	994632.7	676567.2	947402.94	925546.4	29154.299	136609.53	636978.94	669841.44	740647.1	542045.1	277284.2	713951.75	585328.6	630480.1	726208.7	639569	600999.94	516420.4	859099.94	486940.84	634878.8	855163	963685.25	776487.9	486019.25	703464.5	141097.06	109190.35	635823.2	0	91803.5	131174.7	793903.94	416033.6	1344099.6	677936.3	300069.28
sp|Q9JHU9|INO1_MOUSE	Q9JHU9	INO1_MOUSE	Isyna1	39808.883	15042.871	41213.637	30824.783	21641.393	31952.197	0	36310.19	0	33459.28	32100.893	28671.68	50745.895	22839.688	67228.59	41268.523	44092.035	0	23642.893	28896.1	27301.158	27801.232	26170.887	33268.63	17683.424	0	40261.668	21768.357	21837.127	49053.81	0	0	0	44113.742	20495.996	0	0	0	0	0	48417.215	0	0	0	0	36434.363	46064.703	18288.197	0	73899.35	52507.91	30370.422	48172.496	0	34436.418	40353.375	63903.312	47262.465	44422.254	85123.72	42840.258	60607.258	95699.98	0	0	40804.965	41486.84	61074.613	26131.002	34529.703	65842.51	53326.777	40055.426	32964.26	68088.625	34733.94	27749.275	54791.312	24288.256	41077.086	40524.113	67238.02	51104.812	32873.176	42340.766	0	0	41294.703	0	0	0	77696.87	32973.902	0	29485.375	35911.504
sp|Q9JHW4|SELB_MOUSE	Q9JHW4	SELB_MOUSE	Eefsec	40850.777	35255.16	54782.51	31914.975	28764.03	29099.58	0	39020.254	0	0	27954.469	25465.834	32633.31	33682.29	36687.293	35474.395	31879.832	0	0	26122.967	16187.768	30802.271	20445.527	20623.498	0	0	55572.484	37746.594	31708.291	40130.266	0	0	0	30253.03	0	0	0	0	0	0	37545.28	0	0	0	0	25947.488	42542.523	0	0	105337.52	74737.91	39291.383	53960.633	0	71505.34	42663.71	77859	111270.48	75305.6	97500.56	56810.34	87712.48	98251.734	0	10745.397	67336.44	70623.08	84356.56	74486.09	23932.805	52989.492	69609.83	65206.87	73177.04	82526.03	54436.61	66829.16	64732.434	45896.12	60410.58	81083.98	92116.48	76665.734	48715.785	70461.33	0	0	70648.555	0	0	0	102797.29	47183.28	0	55054.258	0
sp|Q9JI10|STK3_MOUSE	Q9JI10	STK3_MOUSE	Stk3	62815.977	50135.145	84356	35043.73	33024.566	46405.82	0	66783.15	0	43645.31	53707.09	54615.41	71930.53	72178.3	76642.516	56746.86	70233.07	0	55678.348	34974.918	35448.137	59767.465	38583.023	69198.49	48165.824	0	50920.2	64730.773	48220.773	24038.572	0	0	0	52221.152	32499.475	0	0	0	0	0	74293.15	0	0	0	0	47060.38	69081.22	38238.156	0	164527.8	123284.63	38936.26	59273.004	0	58967.438	118892.48	109583.53	117378.91	97218.516	137421.36	59877.92	137739.19	142534.6	0	17703.543	86992.23	62239.76	130524.19	53840.49	46816.344	123867.445	78233.5	75981.85	101555.52	108468.12	57123.355	61618.434	99558.414	52428.285	105362.28	94067.02	123640.26	89042.6	44617.168	57065.598	19869.732	0	84608.516	0	0	0	159126.98	39137.188	83192.99	58135.234	0
sp|Q9JI11|STK4_MOUSE	Q9JI11	STK4_MOUSE	Stk4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32361.035	0	0	0	0	0	0	29062.389	0	0	0	0	0	0	0	0	0	0	36472.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39892.42	0
sp|Q9JI46|NUDT3_MOUSE	Q9JI46	NUDT3_MOUSE	Nudt3	26225.535	0	29306.309	19690.66	18532.574	32029.127	0	27920.336	0	0	16358.627	28176.072	31740.496	49037.984	0	24102.504	27623.863	0	25611.139	16505.955	0	38092.69	24022.338	25514.334	0	0	24912.604	38369.652	0	0	0	0	0	25879.646	0	0	0	0	0	0	0	0	0	0	0	30393.85	47731.55	0	0	74871.32	40731.125	0	45033.84	0	37826.637	44560.2	45494.96	36143.863	47776.61	80180.09	39130.957	63824.42	58501.49	0	0	26818.938	39514.445	53944.83	37142.76	35797.633	49875.785	34506.195	46969.43	34665.34	46982.29	37479.902	39862.688	39904.824	35842.945	29009.418	71194.91	52185.57	36918.605	38145.938	0	0	0	38018.074	0	0	0	38740.223	43804.87	0	29180.176	0
sp|Q9JI75|NQO2_MOUSE	Q9JI75	NQO2_MOUSE	Nqo2	112927.08	69973.73	141581.3	84943.96	94635.81	149927.64	0	100088.31	0	90762.07	87986.18	139253.03	118872.875	72922.484	135307.23	129936.625	164247.81	0	50212.93	72513.02	53775.777	88998.086	140224.44	102785.11	88520.06	0	118748.79	39840.953	88269.39	81444.12	0	0	0	119278.195	66164.04	0	13128.643	0	0	0	160613.67	0	0	0	0	97718.6	150023.36	59334.316	0	374534.84	309042.78	39753.023	194079.58	0	204319.89	217055.72	415678.6	293094.4	284673.5	387402.34	311314.7	223967.12	269027.7	0	38040.062	237485.08	208698.23	199915.14	166195.2	224974.55	264460.6	283420.7	186676.81	336373.1	328056.4	281540.2	203753.75	242749.81	150874.52	216105.89	278450.28	337968.9	192443.52	157178.3	186998.42	56700.58	65089.84	286274.8	0	0	67214.555	299246.53	138275.9	261020.16	238858.06	54947.863
sp|Q9JI99|SGPP1_MOUSE	Q9JI99	SGPP1_MOUSE	Sgpp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18593.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10195.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|Q9JIF0|ANM1_MOUSE	Q9JIF0	ANM1_MOUSE	Prmt1	340191.97	294307.03	405415.3	222050.42	151856.88	267640.2	0	283880.9	0	161631.75	274264.88	359443.44	279264.56	371462.12	411699.12	314429.6	349915.1	0	239016.14	243357.42	165212.23	285368.62	322489.66	351547.8	234045.53	0	295301.22	319174.16	291980.28	251205.67	0	0	0	387340.03	208379	0	20179.252	0	0	0	424434.84	0	0	0	0	311800.8	487366.3	182960.48	0	860985.56	611300.9	341401.94	505162.22	0	571279.75	453851.66	604436.4	737959.4	657776.6	829143.9	511233.44	749877.6	660490	15172.702	15782.8125	629618.56	484868.2	827646.4	630971.3	330174.75	701294.4	508220.94	377929.34	584818.9	610697.1	558722.6	368738.12	576590.56	370188.53	639411.7	661351.06	925665.2	615712.2	396082.47	484246.62	28250.787	0	512132.47	0	0	8656.75	613376.44	505878.62	404007.62	567444.44	22714.506
sp|Q9JIF7|COPB_MOUSE	Q9JIF7	COPB_MOUSE	Copb1	229314.17	147454.92	217596.16	127535.63	124587.59	189775.73	0	158008.06	0	133676.23	133369.16	203272.02	170749.02	184958.34	248198.27	190543.84	203074.56	0	151222.66	149554.34	92454.59	159066.9	162304.25	157135.42	136822.7	0	180470.34	181774.47	168061.12	125949.13	0	0	0	173553.06	122428.23	0	12389.465	0	0	0	226861.38	0	0	0	0	153196.8	231375.95	121601.19	0	392323.62	327398.56	129219.8	232413.08	0	280488.6	316858.38	352389.84	370681.62	313256.03	363766.88	256779.9	401943.94	378126.1	0	32314.295	270586.47	226263.14	357246.72	246480.11	221948.73	304282.1	269708.56	239335.78	283793.12	335953.12	262954.47	240681.55	297190.16	195547.78	264824.6	335419.44	370607.88	261463.39	225975.66	261753.83	34085.14	0	285966.9	0	0	0	381168.6	230215.22	375856.6	261530.64	42754.22
sp|Q9JIG7|CCD22_MOUSE	Q9JIG7	CCD22_MOUSE	Ccdc22	15518.161	15014.994	14750.001	20145.494	9774.84	0	0	17431.87	0	0	19946.594	17521.396	15029.424	12260.527	31638.227	14134.111	16287.592	0	17132.725	0	9692.372	13632.336	12091.007	16354.674	0	0	24109.76	0	16775.965	15338.743	0	0	0	14726.954	0	0	0	0	0	0	23776.787	0	0	0	0	18071.676	36569.125	14968.222	0	38851.656	49541.074	12508.424	20945.436	0	28457.043	25580.781	20225.908	28323.082	36055.94	32734.342	22291.52	48185.145	35782.617	0	11744.925	33074.324	18728.37	39009.555	27697.61	24253.53	39734.66	22511.434	27533.559	27705.756	33370.11	28069.656	21247.42	43664.203	22681.951	31489.893	29089.896	33052.566	26206.693	27294.03	20455.078	0	0	22164.709	0	0	0	22039.977	12822.414	0	27300.611	0
sp|Q9JIG8|PRAF2_MOUSE	Q9JIG8	PRAF2_MOUSE	Praf2	86349.94	30810.34	0	0	47964.51	0	0	64395.613	0	0	62761.543	116542.695	0	59976.098	0	84890.516	68115.4	0	0	73498.695	0	70487.5	52632.277	0	0	0	90642.11	55347.098	0	0	0	0	0	52922.63	32450.75	0	0	0	0	0	113061.75	0	0	0	0	0	0	33310.254	0	115192.61	128691.99	110502.94	122467.21	0	121413.09	109307.04	116728.39	185178.66	105788.26	224427.47	163799.73	164626.11	118309.03	0	87179.89	70607.08	92475.25	124128.71	97950.53	68031.21	97217.695	116831.01	85608.055	131900.88	160630.16	42910.84	136248.9	143317.67	82412.29	140742.56	192571.97	173389.14	137532.25	106895.37	83849.89	0	80326.02	94687.54	0	0	113372.75	147278.9	69655.375	0	151223.02	160083.75
sp|Q9JIH2|NUP50_MOUSE	Q9JIH2	NUP50_MOUSE	Nup50	252984.17	234328.12	276174.2	149968.89	167222.28	237846.06	0	214828.95	0	186312	181425.86	212652.16	212495.42	275887.34	351840.38	279754.9	273302.44	0	202129.36	173955.14	163124.8	221118.03	203033.62	236381.83	132237.98	0	195583.6	236687.06	184272.64	121853.33	0	0	0	184901.58	164345.55	0	82063.83	0	0	0	278551.25	0	0	0	0	247083.23	305167.56	132905.4	0	495657.62	379546.38	261678.64	325740.5	0	354559.22	367101.5	321513.3	434152.03	262967.66	347967.16	333555.22	324568.44	360229.88	0	63553.684	340912.44	256315.27	450109.12	299356.2	302924	318555.34	358761.06	345362.62	321505.84	305914.4	312991.25	281240.44	282466.44	276680.62	333691.47	351285.1	509225	321119.84	305735.6	280124.9	58858.95	52494.11	351930.4	0	0	80376.78	477184.4	232012.73	436506.75	352919.34	83495.56
sp|Q9JII5|DAZP1_MOUSE	Q9JII5	DAZP1_MOUSE	Dazap1	200209.53	144983.25	194750.56	114781.69	118722.96	200413.72	0	177786.5	0	141213.31	119236.49	153907.1	159135.33	147342.3	225800.44	183092.16	158480	0	16999.068	110401.375	68938.75	112623.83	147654.4	121306.95	90219.2	0	119638.85	150008.6	134792.31	101276.26	0	0	0	144337.25	104635.47	0	0	0	0	0	171104.77	0	0	0	0	125946.234	188070.28	82202.09	0	373589.8	365504.78	222623.89	273060.94	0	279285.9	245768.95	361911.53	448411.62	303531.22	365111.12	220477.34	404660.6	345025.56	0	0	250430.52	220591.56	384720.16	252678.06	240079.56	314634.44	270761.6	275123.3	274330.34	312697.94	252913.83	190959.25	295913.22	211348.27	238266.45	287790.12	394096.3	249203.25	223032.86	250794.75	0	5986734.5	248298.36	0	0	4565707.5	345435.72	250403.33	366673.75	250316.12	98963.414
sp|Q9JII6|AK1A1_MOUSE	Q9JII6	AK1A1_MOUSE	Akr1a1	200045.28	145960.66	232772.6	168659.44	93483.47	263835.47	0	200427.6	0	194621.83	140026.12	242875.3	183929.44	200731.61	175529.14	207645.34	200863.72	0	129071.66	140537.69	108458.23	153520.62	164876.1	212797.19	110676.44	0	175042.23	207649.1	141022.9	119548.28	0	0	0	213957.31	100461.53	0	106941.734	0	0	0	243376.64	0	0	0	0	136521.33	263334.8	84240.74	0	632280.2	547603.4	37458.43	273902.6	0	383455.97	358510.53	520138.84	569344	373836.12	700595.4	425414.44	705605.1	513681.4	0	100393.29	340120.88	382367.8	440597.12	357656.6	355000.78	516597.84	354732.4	295281.78	480876.38	423178.78	332506.2	276307.7	409445.88	259419.86	378008.84	437153.38	515280.6	340349.84	296447.97	209531.69	90642.86	57067.14	367996.06	0	44351.527	49237.234	398926.28	260020.61	550669.8	411203.72	77341.02
sp|Q9JIK5|DDX21_MOUSE	Q9JIK5	DDX21_MOUSE	Ddx21	776233.25	707490.9	492614.2	436241.16	328302.5	582077.44	0	793434.3	0	359415.28	539420.94	622526.56	672347.3	794544.6	814026	552302.94	725687.56	0	36353.4	438345.38	489910.06	753837.7	322743.4	527908.5	429030.16	0	569195.75	635652.4	479041.4	280053.22	0	0	0	500908	441180.7	0	31842.29	0	0	0	763603.75	0	0	0	0	618737.6	778254.56	407734.94	0	1217565	902683.56	646162.9	792980.44	0	1064027.6	904952.75	797860.9	1282906.6	1028861.25	852118.1	754162.75	909953.6	1172408.8	45441.86	16780.107	861045.56	648525.8	1304346.4	1015034.8	747351.75	999382.75	972615.2	832983.2	711073.25	1097020.4	991135.8	831901.44	1026555.06	697741.56	1007021.3	931531.06	1280575.6	886419.94	768657.7	687526.4	49821.65	103831.625	930565.25	0	15244.414	84982.92	1241317.1	788283.06	814833.2	724477.1	578051.7
sp|Q9JIM1|S29A1_MOUSE	Q9JIM1	S29A1_MOUSE	Slc29a1	75341.03	56919.246	65895.234	0	0	0	0	34736.832	0	28144.37	0	0	54754.01	61348.266	73436.44	40460.098	0	0	50954.184	33903.996	0	40720.45	51413.79	0	63400.465	0	31571.062	46577.906	80073.914	0	0	0	0	58778.305	0	0	0	0	0	0	61824.4	0	0	0	0	64090.973	106328.445	0	0	139988.72	0	0	82616.305	0	64902.9	71551.63	0	64318.793	94069.02	73307.92	0	85760.836	76533.01	0	75363.26	57864.008	64405.47	138367.28	106202.33	0	80002.914	76216.23	0	57187.133	89896.99	95671.055	58515.31	0	49831.58	80302.914	59832.3	124552.11	88171.69	66593.37	79323.55	0	104809.65	0	0	0	85031.336	106565.08	93772.62	0	66558.54	31561.441
sp|Q9JIQ3|DBLOH_MOUSE	Q9JIQ3	DBLOH_MOUSE	Diablo	0	0	0	0	0	0	0	0	0	0	14875.389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22866.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50113.63	52646.63	29501.477	0	0	26723.71	0	43306.977	0	36839.13	57329.58	41970.84	52249.137	48432.83	0	56245.215	42978.8	0	55370.46	0	30222.25	0	0	28774.262	34036.742	50422.2	0	0	0	25416.771	34621.477	25341.43	46972.582	41842.39	29068.156	31341.277	0	94199.41	41699.6	0	0	33882.902	38662.36	37535.54	0	39551.055	54125.37
sp|Q9JIS8|S12A4_MOUSE	Q9JIS8	S12A4_MOUSE	Slc12a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50408.59	0	0	34263.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25081.836	0
sp|Q9JIW9|RALB_MOUSE	Q9JIW9	RALB_MOUSE	Ralb	46111.69	30213.707	32594.541	0	0	0	0	32555.752	0	34714.582	23231.705	41852.977	27036.658	0	0	60079.51	32733.39	0	37164.69	28244.027	16515.137	23850.36	34931.758	0	29408.443	0	0	33797.125	26357.742	0	0	0	0	0	17469.791	0	0	0	0	0	48697.668	0	0	0	0	22547.707	49346.39	0	0	118230.94	76944.69	53306.535	57288.055	0	63752.723	55877.816	70167.43	82655.21	82367.37	165737	80269.06	86780.29	80277.45	0	70344.73	46913.46	55179.68	73211.91	63219.285	44489.434	70941.4	33812.547	62706.684	73232.57	62649.957	64040.902	48673.324	66738.195	40646.16	45163.105	73627.64	86410.02	78053.68	59963.004	65190.832	0	75685.94	57880.02	0	0	50021.742	66494.734	47947.61	0	71014.48	96235.13
